,name,type,meet_count,meet_ratio,total_count,meet_codes
299,智慧城市,concept,162,0.426,380,"839790,001339,300766,301382,001229,603602,688100,300290,300588,301091,002609,002232,832171,600037,002253,600633,688369,603496,002657,002298,300552,301027,002849,603636,688066,000158,603660,002451,300789,300472,301172,301218,603357,000156,002649,300168,300183,300520,300663,002777,603700,300675,600133,300352,301178,688509,600271,603303,603869,002313,688568,002401,002654,300344,002197,300047,600831,002410,600106,830879,002243,300166,300605,833030,688051,300284,300989,603189,831641,300299,600728,002212,873806,002236,600850,002405,603042,838924,688288,002544,603206,300608,002456,002421,002835,300002,300096,300448,300506,600654,600959,002331,002717,300074,300248,600100,300042,002230,688225,688777,000062,002373,600340,002960,300145,002439,300036,688631,000977,837092,300921,603019,688343,300678,835305,301169,688023,300698,300203,837748,300245,000498,300253,600718,600536,000851,003005,300762,300730,002761,300366,300523,300645,300647,300479,600839,300634,839680,000997,688158,300603,301139,688159,835207,688327,605289,300212,603220,688651,000066,300188,688609,000925,301153,301390,603171,688618,300590,000909,002238,002465,003029"
300,海工装备,concept,10,0.152,66,"603727,002483,603280,831689,000066,300411,002085,835438,300067,300337"
301,HJT电池,concept,9,0.161,56,"300776,002079,835985,300125,002529,300724,835368,605566,688560"
302,民营医院,concept,7,0.1,70,"300298,000566,000766,301293,601886,300009,000700"
303,智慧政务,concept,97,0.567,171,"301380,300766,001229,603636,000158,603660,300520,300830,002657,600756,300081,300245,002530,002298,000676,300366,300645,002331,300074,300248,301117,603189,688579,002268,300987,002212,300531,300036,300659,002279,300168,300379,600271,300352,301178,000909,002238,003029,600718,300290,300588,301091,832171,002253,688369,837592,603206,300608,600536,301378,300250,300730,832876,301262,301153,300479,300634,300996,688158,002777,300271,301172,301218,300311,300768,600476,600662,300010,600850,688207,003007,300872,835207,688327,300212,603171,002819,300678,301169,300612,831832,688316,002230,688489,688228,837092,301085,300921,688343,300166,300369,300605,002197,300047,600831,300002,300096"
304,新型城镇化,concept,38,0.194,196,"300935,002062,301091,603030,300989,600153,300536,600811,600340,301027,603815,002061,002761,300675,831039,603280,300823,833427,300284,300237,300605,300145,601789,002307,301046,603682,300649,002398,002298,002694,002941,301172,603357,300374,002609,301259,002717,600266"
305,基因测序,concept,13,0.213,61,"300642,301166,832471,603718,300016,301060,688289,688217,300009,002086,300171,688298,688114"
306,在线教育,concept,53,0.434,122,"603444,001339,001229,300290,300192,600640,300134,600355,300654,300608,600730,300459,300846,000851,000607,300002,300096,301185,002238,002659,603189,603888,300688,300264,002555,300645,300074,002858,603660,300271,300168,002657,300081,002354,002396,300559,300010,300047,688004,003005,832876,301262,300578,601858,300248,600100,002607,600229,839493,003007,002771,300418,002230"
307,转基因,concept,5,0.294,17,"831087,600371,600354,833819,600596"
308,车联网(车路协同),concept,119,0.423,281,"300766,001229,603602,839790,689009,001339,002396,300552,301027,002413,300170,300825,600718,300284,002465,003029,300925,300807,600476,002010,300379,002313,300047,300184,601965,300448,300506,000909,831641,831961,002268,600728,002212,837748,600262,000938,000925,300479,600850,688207,300790,002405,003007,838924,688288,688159,600845,688327,300212,603220,837212,300079,873806,300643,688387,002373,300682,688201,002439,300036,300322,300659,603636,000158,603660,300520,300830,603357,834415,300608,002456,300369,300845,600733,300846,000851,003005,688667,000066,300188,300634,300603,301139,832149,002236,300136,301091,002609,002232,300928,002253,002912,002448,300311,300240,002819,688618,300590,688080,688653,301099,688023,300458,837092,688326,002920,688343,688515,300698,603197,001266,688060,002230,688489,002049,688225,833346,688631,000977"
309,赛马概念,concept,0,0.0,8,
310,黑龙江自贸区,concept,9,0.225,40,"688459,600811,002698,600182,600178,600187,300489,300900,600371"
311,动物疫苗,concept,3,0.176,17,"603739,300119,603718"
312,国产操作系统,concept,38,0.567,67,"300379,300264,300352,300366,002183,600100,300302,301337,300113,002232,002912,603496,300245,000938,300768,300675,300183,603189,002268,600536,000851,688651,688152,688777,000977,603019,300578,000066,300188,300479,002122,688168,002405,002819,300605,300369,002465,600355"
313,华为海思概念股,concept,14,0.286,49,"871981,300460,003031,002819,301312,300531,002156,300456,600839,300184,002967,300079,000062,688478"
314,人造肉,concept,5,0.217,23,"600811,600186,833284,600298,003030"
315,数字孪生,concept,66,0.431,153,"300935,301302,688090,300290,300484,301091,002232,002253,002912,688066,603660,300520,002322,300513,000938,300552,603466,688215,603496,600756,002354,002925,600640,830879,300284,300466,688004,002410,300002,603189,600728,600131,002373,300532,002407,300052,603280,300645,300730,301262,000925,002236,600850,003007,688568,300344,300873,688118,300166,300845,835207,300212,301390,688499,301169,301213,688162,002230,300895,688777,300036,300608,003005,300207,837092,603019"
316,柔性屏(折叠屏),concept,25,0.236,106,"600363,300567,300082,605588,600552,002654,002632,002824,300067,300632,301051,002456,603929,688786,300136,002815,688378,002106,300134,002845,300679,300169,300576,300400,003015"
317,养鸡,concept,1,0.045,22,300967
318,芬太尼,concept,1,0.111,9,688298
319,环氧丙烷,concept,0,0.0,14,
320,共享单车,concept,3,0.273,11,"600986,603529,603220"
321,网约车,concept,9,0.29,31,"600650,300284,600733,002236,300805,301488,300240,300807,833030"
322,人民币贬值受益,concept,111,0.223,497,"839790,301205,300378,688196,688567,603707,872374,301193,873169,603799,002166,603090,603703,300575,603089,301429,002925,300702,836419,002031,002892,300743,600262,300220,603075,300910,603722,002899,301163,605259,600962,301122,605138,688398,300206,830832,688560,002483,002950,603301,688510,300907,831195,872925,002094,002250,002106,300293,430478,002174,000338,300247,832278,836270,605016,603219,002858,301356,836547,000758,002091,301322,688584,300725,603290,002085,301312,300590,002156,300456,603277,688728,833523,300223,002236,300136,300042,300473,300869,300981,688512,002097,002545,300043,300632,301503,688208,001283,688008,688403,873833,000062,300643,600988,300409,300459,688628,300418,835237,002475,833346,002835,600654,002086,300703,832225,002005,002705,605305,300782,301578"
323,可燃冰,concept,1,0.083,12,300157
324,燃料电池,concept,45,0.223,202,"603722,300694,688386,300484,002225,002808,601727,002448,300745,688155,301170,300391,002167,002666,300825,300438,300068,000887,000338,600733,603270,002639,603158,839719,300466,601965,000868,002418,300014,002158,835185,833751,002050,300056,001696,688719,300821,600152,688499,688162,300473,301181,603612,300586,300409"
325,区块链,concept,110,0.46,239,"300290,300550,600633,688369,002657,300081,600570,300245,300220,002530,002575,603383,300663,002777,300271,300472,300541,002229,300195,600271,300052,300352,002331,300248,600100,002010,002153,002401,300311,300675,002649,300168,300379,300002,300096,300148,300448,600880,003029,603000,600718,601108,688051,300047,300067,300451,000607,002707,301178,000676,000793,300170,300645,603636,000158,002808,301159,002647,300520,300682,688590,603888,688201,300678,301213,300612,300418,002063,002191,300773,300253,300925,301117,688579,002268,300079,002123,002400,300608,601811,300459,000851,300730,000066,300188,300531,300532,601789,300036,300688,002279,688489,002049,300223,300921,603019,300166,002197,600588,301153,600839,300634,000997,300996,300603,002405,300872,688327,000681,300383"
326,蚂蚁金服概念,concept,33,0.579,57,"300541,301382,002609,837592,600570,603636,300451,300096,003029,603000,300253,601108,000785,002373,300682,000851,300663,600271,600578,601601,300645,002208,600476,300248,601886,002010,002191,300047,601216,301153,601336,603171,301169"
327,化债概念(AMC概念),concept,11,0.234,47,"002094,000793,600622,002657,002451,300663,002279,600730,301378,600704,601727"
328,智能音箱,concept,15,0.283,53,"000156,000676,831641,603893,300531,300207,002475,300223,300458,688521,600839,300136,688653,002230,688049"
329,人工智能,concept,306,0.409,748,"688111,300935,688297,688768,001339,688543,301302,688090,301380,301208,001229,688100,300290,300937,300113,300588,688227,300192,600570,300753,837748,002657,600756,300081,002609,002232,002917,002253,002912,600633,688369,837592,603496,688155,603636,688066,000158,002858,872953,603038,688229,300378,688217,301159,603660,002712,002354,605299,300341,688215,002298,002413,300240,300379,603030,002229,300030,300195,831039,002649,300168,300183,600271,600770,603869,688222,300520,300663,300830,688685,002530,000938,603893,002313,300352,301178,301301,603280,002097,002153,002401,002607,002654,300043,300157,300170,300366,300523,300645,300825,688509,000676,000793,002555,002777,002811,300789,301270,603160,002183,002717,300248,300315,300807,688450,300271,301172,301218,600100,688568,300662,300768,002063,300010,300166,300267,300409,002396,300206,300559,301027,300773,600640,603377,603613,002197,300047,300067,300133,300184,002526,002624,002835,300002,300009,300096,600996,603000,688296,688459,000584,300369,300605,300845,600658,833030,002465,002558,002659,300344,300404,301060,600229,300451,300466,301503,603122,688004,002398,002410,002421,300448,300729,301185,600654,600880,600571,300253,300293,300925,300989,301117,603189,688579,688648,300134,300616,600355,600718,688051,688109,300226,300455,300654,002268,300987,600728,002212,300079,002439,300036,300688,000801,000851,003005,301235,301378,300250,300730,603108,300459,600536,300188,300578,600588,836414,688039,688609,000925,688420,300687,300846,600986,002279,603206,002123,002400,300608,832876,301262,002291,000066,688244,839680,000997,300996,688158,300494,300603,300479,600839,002122,300411,300634,600850,688207,002405,003007,688058,300661,301390,300454,688288,300872,002819,300590,688080,300678,688218,835305,835207,688327,300212,000681,301360,688008,688343,688590,002960,603888,300531,300725,301139,688168,832149,002236,000785,301052,688387,002373,301512,835670,430198,603171,688365,688499,002771,301099,301169,688023,000977,002995,301095,872190,688228,603039,831832,300418,002230,688225,688777,300223,688312,688031,300458,837092,688521,688049,688416,688041,603019,300698,301213,300612,001266,603666"
330,跨境电商,concept,45,0.169,267,"689009,002899,300888,873169,301429,002354,605299,002530,300869,301017,002098,300755,002649,600770,603280,872925,002094,002091,301332,600476,002401,002570,300043,300873,300047,300184,300729,600704,600880,300247,300773,603613,832278,002095,870976,000785,300703,000564,002279,002291,600839,688365,301169,872190,300792"
331,阿里巴巴概念,concept,72,0.421,171,"002364,300541,688100,603700,002649,300379,002468,002313,300366,300645,300378,600633,601116,300245,603373,000702,002530,301017,688215,301408,603636,300663,301270,300271,301087,300248,002153,002401,300047,601216,601688,000607,002707,002558,600640,832278,603189,688648,300251,600728,002212,000785,002373,300027,300925,603888,300036,300688,300459,600986,301378,300188,600588,300710,300068,300212,300805,000681,301390,688365,301169,688023,300612,300418,002995,300792,300458,688521,301085,300921,300959,688343"
332,细胞免疫治疗,concept,14,0.264,53,"300404,300009,300147,300149,300199,300171,000504,301130,300238,300030,837344,000566,002675,301166"
333,中韩自贸区,concept,2,0.222,9,"603967,002094"
334,高铁,concept,29,0.201,144,"831689,300697,873169,605298,301091,002254,002298,300001,600458,002282,002451,002164,300789,300391,836247,301178,000498,300845,002398,300823,688459,000887,300455,872541,603809,000925,300411,002927,838924"
335,金属镍,concept,11,0.314,35,"301500,002125,300409,603799,300618,000762,000603,834033,300919,000426,301210"
336,医疗器械概念,concept,84,0.245,343,"832982,688050,300595,300888,002901,688510,301033,002560,301163,002923,300753,301122,688217,603976,301290,603075,300298,300869,300238,688029,002925,300341,300981,300169,300206,600056,301408,002808,300642,603718,688317,300534,002950,300326,300485,603301,872925,300289,000566,301087,300030,300195,300412,000972,301370,002420,600671,300451,300453,002398,832278,002932,300147,600207,688329,002093,600718,688139,000887,836504,002307,688338,603309,002456,301235,603108,300009,300337,300247,002698,600839,300916,835892,688114,300678,603666,688559,870199,873593,300171,688298,688108,688195,000925"
337,白酒概念,concept,5,0.1,50,"002183,002374,600153,600779,600696"
338,啤酒概念,concept,2,0.087,23,"002166,002183"
339,养老概念,concept,35,0.255,137,"301087,300168,603030,000931,002244,605299,300869,301017,832171,002777,600422,300645,300248,002899,300888,301337,300166,300605,300451,300632,000503,301262,600839,002236,838924,002421,300096,600704,688327,300212,300247,300253,300616,002093,002570"
340,大豆,concept,4,0.286,14,"831087,003030,600704,600596"
341,C2M概念,concept,11,0.282,39,"300378,603833,300195,300170,002397,002094,002571,300067,300466,300608,300687"
342,医疗废物处理,concept,3,0.079,38,"301235,300055,002483"
343,消毒剂,concept,8,0.14,57,"603200,300586,300343,002734,600141,300267,600409,300632"
344,云办公,concept,25,0.581,43,"688111,839790,001339,301382,688369,603660,300578,300634,003007,688365,002819,301169,603189,002212,300608,300730,300250,603039,002995,300352,300074,300605,300047,000909,603000"
345,网红经济,concept,25,0.25,100,"300595,603729,603466,002098,002094,000793,000676,002397,002717,300603,300612,300418,300027,301052,600462,300291,002279,002570,300133,300459,600986,002291,300792,003030,002712"
346,MiniLED,concept,15,0.174,86,"002654,000536,300632,002845,002236,301338,300400,002005,603186,300223,600060,605218,300567,688299,301321"
347,无线耳机,concept,20,0.22,91,"603160,300173,300184,688049,300136,300461,300661,002230,300433,300438,300916,688001,002475,872190,002079,300014,002036,002460,300207,002957"
348,分拆上市意愿,concept,17,0.258,66,"600580,002609,600298,600633,600704,600782,002465,300043,600535,002396,600549,000338,000636,000066,601727,600739,002091"
349,宠物经济,concept,13,0.2,65,"430476,300119,605507,301108,870656,300703,301262,688298,002570,603739,003030,002311,300206"
350,智慧灯杆,concept,18,0.333,54,"300647,002654,300506,300713,002358,603303,002313,603602,301091,831641,002212,603206,300479,832149,002236,605289,688618,300698"
351,土壤修复,concept,13,0.16,81,"603280,002322,688480,603098,301259,600186,002761,600100,002717,002967,300145,300036,300169"
352,民爆概念,concept,3,0.15,20,"300139,688601,002917"
353,股权转让(并购重组),concept,56,0.214,262,"603991,300489,600354,002232,603038,300378,600037,002708,600535,300341,301281,000702,002575,600615,300467,300600,603718,300534,000559,000958,300391,603900,839792,600100,600387,833266,300237,600187,002659,300149,002079,300134,300210,600520,600340,002005,300532,834415,300426,300608,300530,603108,603117,600589,300710,000595,300056,605289,430198,688653,301099,300473,688225,835174,688582,300623"
354,PCB概念,concept,23,0.209,110,"002708,002213,600990,300679,300476,300632,002138,300576,300713,603110,600552,603186,300035,002544,603219,002927,300852,002815,870357,301512,833346,688312,688183"
355,抖音概念(字节概念),concept,62,0.383,162,"301380,300541,300766,301382,603602,300113,002717,300315,002654,300043,600880,003029,300242,600640,300027,300925,002174,000158,002712,301270,300476,301102,002197,300133,300975,300271,301177,000156,002649,000676,000793,300170,688648,300299,000785,000977,002995,002400,300459,600986,002291,301085,300921,603019,300959,838227,688365,300383,300612,838924,000681,688244,002122,300634,300494,300603,834415,002279,002919,300792,688229,002354"
356,硅能源,concept,8,0.205,39,"600141,300472,002407,002539,300821,605399,600596,688432"
357,重组蛋白,concept,9,0.231,39,"832982,688293,301108,600812,300149,301166,688222,688179,300485"
358,电子纸,concept,5,0.217,23,"300067,002106,300398,300400,688559"
359,幽门螺杆菌概念,concept,14,0.206,68,"002923,300869,301087,002675,603739,603139,605507,300267,002086,603108,688317,300404,301060,300199"
360,新疆振兴,concept,10,0.127,79,"300588,002941,002302,000972,002777,300374,002307,600603,002717,300603"
361,页岩气,concept,4,0.1,40,"600739,603699,300157,002629"
362,新能源汽车,concept,200,0.241,831,"300750,300697,600580,603786,002364,688090,300489,600363,300694,300484,300073,300733,300928,300907,831195,605259,002232,688567,002708,832885,603890,300745,688155,600615,600990,601606,002441,300835,301181,603075,300679,300169,301329,300001,300681,301439,600523,600458,300797,871642,603612,002213,603090,300713,600178,603160,603327,603799,000559,688113,300520,300173,838030,836247,000700,603303,002407,301170,002666,300825,002892,600552,300304,300807,600151,600386,603089,688533,002074,600330,600979,603010,000536,002101,300240,301292,603052,002654,300873,002406,300237,300476,301003,002091,002183,002571,603158,002632,002824,300466,601965,603190,688097,300337,300375,300975,002106,603088,688719,000622,002010,002420,000868,002418,300134,300210,300881,600718,831641,002324,002967,000887,000338,300014,600153,603355,873833,000062,688280,000584,002158,002460,300747,831278,873690,002036,002056,003015,600761,688590,002005,002903,300890,688772,002529,301141,600081,300322,603809,600733,300207,300530,301210,301322,688667,603270,300433,300533,300769,873223,002703,002236,300438,603529,832978,300916,001311,603298,605289,300805,301186,603290,837212,002819,002085,301310,688218,688612,301099,836720,837242,001696,300615,300690,002050,300684,001266,688162,300473,688061,300068,300790,603197,603596,300623,301488,301160,002965,002475,833346,688559,300904,300990,688153,601689,688208,300953,001283,301086,301252"
363,网络游戏,concept,32,0.492,65,"002571,300315,600173,300043,300002,600880,300533,300494,300418,300148,002624,002526,300242,002558,300027,002354,300467,300311,300299,300291,002919,300459,601801,300052,000676,000793,002555,603444,301302,600037,600633,300081"
364,智能电网,concept,61,0.271,225,"301361,002364,001229,000533,603191,688450,301218,601727,688334,002298,300001,002692,002451,430556,002560,688100,300341,300139,300184,300880,300002,300675,300768,002074,002358,300183,002322,688171,300248,300513,002441,002545,002063,300830,300713,300366,603496,835508,600131,300682,300531,301046,688327,688259,301390,688618,688080,600355,688579,002212,300014,870299,002927,688391,002236,600850,688159,603666,688060,688083,000066"
365,流感,concept,28,0.179,156,"688185,688289,603139,605507,301408,600380,688317,300753,300238,301207,002923,301331,300534,002287,000566,301087,300485,000766,000739,300147,600056,301277,600812,300267,430017,300199,688298,300642"
366,京津冀一体化,concept,73,0.282,259,"837592,002657,688185,600861,000958,300016,300374,300662,300081,603727,300195,000931,600578,002413,000158,300797,002232,300119,832171,300663,300523,002691,300552,300334,600722,600100,600386,300379,600821,836247,830879,603000,300375,430090,002659,837344,300010,300166,300369,300719,003005,301139,000785,002373,600340,603888,600409,002410,002707,300284,873703,873806,002439,300456,002279,600536,600733,300846,688153,002995,301085,600266,600658,002405,003007,605305,300684,300212,002771,300383,300612,300418,300895"
367,海峡两岸,concept,16,0.239,67,"002901,688196,601166,002093,600153,600549,300188,873706,000536,300605,688195,002398,300096,605299,603893,603636"
368,军工,concept,123,0.233,528,"688682,688297,600580,688543,301302,300302,300489,600363,002708,832885,603496,002917,300733,688776,002253,688227,002560,300900,300629,688143,301306,688231,600184,603308,871642,600523,600990,601606,002023,002254,002298,002413,603636,688066,688552,300600,301159,835438,002933,300520,300830,688685,002777,300713,000559,600879,831039,300379,836247,836419,300352,300157,300366,600330,600100,600151,688562,688568,002097,002420,002654,300443,688119,002406,300237,300719,300845,601608,002194,300047,300067,300337,002465,003029,603488,688132,836270,600497,000584,300134,000887,300455,301117,831641,831961,002268,603978,002056,300145,002903,300480,300531,002439,300036,300659,603809,002544,000801,300762,300730,000066,000099,300188,300438,688244,600839,300411,839680,301338,688207,688270,300690,000595,003031,688522,001696,002771,300678,301213,002049,688290,688631,688084"
369,氟化工概念,concept,8,0.276,29,"600141,002407,002709,301246,300343,603978,688146,603379"
370,低空经济,concept,110,0.361,305,"300629,688386,300484,002708,301181,300489,600363,600580,603373,600990,002023,002413,300900,603602,600178,301091,300928,688567,002253,688682,688297,300719,688097,688707,002957,002967,301172,301218,603357,002074,300379,300681,600458,688066,688552,002858,000420,002097,873806,002036,002056,836247,300352,688509,688778,002845,300284,002279,000801,000099,300188,000607,002526,300975,002465,300989,688329,831961,002268,002212,300014,688609,000925,300438,300479,600839,300411,300634,300523,300825,600843,300074,688568,688522,001696,002819,002085,002236,600850,002405,300690,688159,688326,300953,688343,688218,688612,300607,688023,301213,603197,601789,000636,002439,300036,300659,834415,833346,688153,603596,688582,688631,839493,603666,002965,002373,300747,600340,688201,300919"
371,飞行汽车(eVTOL),concept,34,0.391,87,"600580,300900,603602,300484,300928,688567,002708,301181,002023,300681,600178,002074,836247,300825,002097,002101,300975,002967,000887,300014,000099,300411,300634,300690,002085,688612,300607,603197,002965,833346,603596,839493,688326,300953"
372,冰雪产业,concept,6,0.136,44,"002899,605299,300472,002639,300133,002659"
373,可控核聚变,concept,9,0.231,39,"600363,688776,873576,603308,688167,601727,603699,688719,002639"
374,小米汽车,concept,25,0.325,77,"300750,603890,301439,600523,688113,000559,000700,600704,300375,600153,002373,832978,002405,301186,002819,603197,688162,002965,300373,601689,688326,300953,002703,600733,300433"
375,PEEK材料,concept,4,0.167,24,"836247,002709,002324,300690"
376,多模态AI,concept,54,0.514,105,"300113,301091,002912,600633,002657,600570,002354,300559,002858,603660,300830,300379,603869,300825,688568,600229,300166,300133,688004,002410,600640,300226,603189,300459,600986,003005,833075,688039,000925,600728,002373,603888,002439,300036,300608,600839,300634,000997,300494,002236,600850,688207,300872,688327,000681,300678,300612,603666,300418,002230,688228,872190,688031,688343"
377,长安汽车概念,concept,56,0.279,201,"002925,600615,605218,300733,300928,831195,002708,300745,003033,600523,002805,002406,300237,300681,600178,603158,300375,003029,600718,000887,300014,002666,300825,000584,300750,002448,836247,300643,002460,300978,603809,002703,002400,002456,600986,600081,688667,300438,832978,002405,301186,002050,002819,688612,301099,300612,688162,300473,301488,833346,603596,839493,301252,300458,688326,002920"
378,短剧游戏,concept,20,0.408,49,"300027,300987,300291,002354,002712,000156,300528,601599,300133,002624,600640,002238,300494,300418,002995,002400,600986,301262,002291,603103"
379,智能座舱,concept,33,0.314,105,"605218,300928,002708,002657,002925,688167,603893,002313,300825,300807,300925,600718,688590,300978,002456,600081,300433,688039,832149,002236,002405,688288,300684,002819,688484,300590,301099,001266,002965,300458,002920,688343,688515"
380,WiFi 6,concept,19,0.38,50,"300250,688609,300710,832149,600850,300136,872190,300782,603083,002213,000938,002396,300079,300322,000801,603042,300590,688653,688153"
381,换电概念,concept,21,0.25,84,"002364,300825,600152,688097,300466,000909,835985,301046,300990,603966,300830,300713,688168,301186,605289,001266,831832,300572,600733,300207,603529"
382,培育钻石,concept,2,0.111,18,"300945,301071"
383,绿色电力,concept,17,0.082,207,"002062,600900,301027,600283,000958,300391,600821,000815,600770,301178,600578,600979,301046,301390,834770,300139,300682"
384,虚拟电厂,concept,24,0.247,97,"301361,002364,688100,301091,300513,300001,002298,002295,002253,600131,300682,301046,300438,002927,300068,301390,301178,688171,300675,300183,002063,300166,300880,688228"
385,抽水蓄能,concept,3,0.054,56,"000533,830879,688128"
386,元宇宙,concept,72,0.419,172,"301302,301382,300081,002354,300220,600941,603466,300052,000676,002555,300645,300113,605218,002232,002253,600633,002657,002036,301052,002373,603888,300027,300134,603189,600728,300079,002624,430090,000909,002558,600640,688207,835207,688327,605289,300036,300322,300688,002919,300945,002123,601811,002456,300459,600986,300188,300578,300433,688228,000977,002995,002229,300264,301312,301169,300612,600060,002230,300166,300845,002632,300133,002717,300248,300043,002063,688039,688609,000925,300634,300494,300460"
387,NFT概念,concept,26,0.388,67,"300541,300113,600633,300220,603466,002808,002858,300052,002555,000676,002570,300043,300133,002197,600880,000607,600640,300079,300945,300426,300459,600986,002291,600839,000681,300612"
388,PVDF概念,concept,5,0.357,14,"300343,002407,603978,300056,603379"
389,工业母机,concept,21,0.214,98,"301163,301086,300293,300134,603933,603088,871553,002122,300607,301338,300615,300747,300480,002903,301456,601727,002448,002031,002892,300195,002248"
390,草甘膦,concept,5,0.294,17,"600141,002258,300575,833819,600596"
391,核电,concept,41,0.192,213,"603991,300489,600363,688239,600580,831689,873169,000533,688776,834682,873576,603308,600900,300600,603966,688334,002692,300797,300830,601727,000958,002358,300767,603699,603280,002666,600516,600622,688119,002639,601608,830879,300823,300881,300455,873703,300411,300068,301310,300895,688290"
392,黄金概念,concept,13,0.178,73,"301500,301177,002167,603900,000603,601069,600173,300139,002716,002867,600988,300945,000426"
393,建筑节能,concept,18,0.209,86,"301027,300169,300343,603041,300935,301091,603030,603280,002761,601886,603098,002421,002398,600207,300675,300374,603126,002243"
394,PM2.5,concept,7,0.175,40,"300572,300203,002322,688051,688628,300411,300056"
395,种植业与林业,industry,3,0.115,26,"831087,600354,600371"
396,养殖业,industry,2,0.051,39,"300967,300119"
397,农产品加工,industry,8,0.182,44,"000972,832023,000702,839371,003030,300999,002311,600811"
398,农业服务,industry,2,0.125,16,"603718,300119"
399,煤炭开采加工,industry,2,0.059,34,"000571,600758"
400,油气开采及服务,industry,2,0.095,21,"002629,603727"
401,化学原料,industry,6,0.102,59,"300082,600722,601216,600409,603276,002145"
402,化学制品,industry,36,0.214,168,"301220,603739,002917,300343,688350,605399,688269,834033,688129,300798,605016,603379,688196,836419,871970,688398,301209,300067,603110,300821,002407,688625,688179,603010,603079,300758,605566,836957,002440,603041,002666,300801,832471,300910,603722,300169"
403,化工合成材料,industry,16,0.137,117,"300334,603330,002254,688386,832225,300243,000420,300767,688203,300876,301003,603225,002632,688323,603991,300586"
404,钢铁,industry,6,0.13,46,"600782,839719,300881,603191,600010,600516"
405,金属新材料,industry,6,0.207,29,"873576,300835,603978,301141,688786,833751"
406,建筑材料,industry,9,0.122,74,"839792,002398,300374,002225,002694,603038,002302,688119,301429"
407,建筑装饰,industry,30,0.199,151,"002062,002586,603030,600193,300284,600039,301046,300536,603929,301390,601789,605289,002761,300506,301091,000498,300675,300649,603098,833427,300989,603357,002941,600133,301027,601886,002307,002061,002811,603815"
408,通用设备,industry,50,0.205,244,"833455,430476,873169,831689,301255,301252,000595,002819,001696,873223,301399,300990,836720,300257,830879,688648,831961,002158,873833,688628,833509,832651,603090,300567,603088,002639,603308,836807,300203,300515,603700,002248,301032,002849,002903,688448,603277,603270,688251,300466,603699,002122,002164,300157,688768,002530,002282,688056,301160,300145"
409,专用设备,industry,46,0.245,188,"300195,002483,603901,300837,002691,831856,833284,836961,605259,603966,603321,600262,838810,601608,836717,002526,603135,001360,871553,600843,688113,001256,603325,603488,873726,300412,002031,300472,300823,300293,300210,600520,873703,688596,688001,603095,002529,300411,834475,688162,688378,002960,300480,688420,688128,301338"
410,仪器仪表,industry,14,0.25,56,"430476,688768,300203,300515,603700,002849,688056,002819,832651,300567,830879,831961,688628,833509"
411,电力设备,industry,98,0.257,381,"000533,002560,002364,002518,600580,603031,834682,832522,301361,002692,603985,300014,300457,002079,002324,300919,000695,002441,002451,300880,688184,301238,688778,870299,002056,688345,300890,688353,300769,301210,688560,002882,688707,002709,300443,300750,430556,688719,600207,300173,002358,301163,002759,002125,300907,300776,300073,600152,300713,600151,002953,835368,836414,688392,300068,300904,002927,688499,831627,300409,600458,835508,300035,873152,835185,301349,300690,839167,300953,835237,834770,001283,301456,835985,300207,830809,300724,300438,688772,300530,833523,301439,688638,601727,002298,832110,688567,301388,300125,830779,002074,002805,300568,301292,688155,300001,688450,002892"
412,半导体及元件,industry,59,0.369,160,"688601,688234,688041,688582,688508,688512,688061,688048,688584,002049,600460,688691,688259,688728,688082,603893,603160,688478,002156,688409,688484,688135,688352,300223,688535,688458,688173,300373,688172,300782,688261,603061,002213,688153,603005,688486,430139,688521,300604,688653,300623,688403,300456,603290,300661,688213,688432,688372,688361,688711,688270,688391,688233,300458,688047,688008,688049,688416,688515"
413,光学光电子,industry,21,0.198,106,"835438,301321,600552,603303,300940,002654,300632,605588,002106,002845,002036,688195,003015,002456,002808,688299,300489,605218,603703,000045,000536"
414,其他电子,industry,7,0.226,31,"603933,300184,300975,000062,688093,300656,301099"
415,消费电子,industry,25,0.26,96,"838701,300136,870357,002475,871857,301086,301387,600363,603890,301051,831167,300322,688260,300916,300433,832876,837212,833346,002925,300647,603327,301329,301567,300679,603052"
416,汽车整车,industry,2,0.087,23,"000868,600733"
417,汽车零部件,industry,58,0.239,243,"837242,600182,301310,601689,603786,603006,000700,002101,301170,688533,688280,836270,603190,301181,603089,300928,600178,873690,000338,831278,300643,688667,300304,002406,838837,300681,300375,603158,836247,688612,002965,002085,603596,300473,002920,688208,837663,000887,300237,300816,000559,600523,002448,300745,300978,603809,002703,301186,001311,301488,600081,603197,832978,300694,836871,831195,300733,002708"
418,非汽车交运,industry,9,0.196,46,"689009,605298,688367,000925,003033,688459,872541,603529,301322"
419,汽车服务,industry,8,0.32,25,"689009,838030,600386,003033,300825,601965,603529,301322"
420,通信设备,industry,25,0.281,89,"301205,688143,872374,688100,002313,002396,300183,603042,688618,832149,300615,688205,300590,002194,300134,600355,600776,000851,603083,688387,003031,688159,300710,688080,300698"
421,计算机设备,industry,37,0.457,81,"300302,300588,001339,603660,001229,002912,603496,600100,300789,300743,300645,430090,300552,300845,300807,002835,000997,300790,002236,688060,688489,688288,000977,300042,430198,603019,872190,301503,301117,300455,870976,002268,300659,300531,688475,000066,300479"
422,白色家电,industry,5,0.116,43,"603578,002418,603075,002420,002050"
423,黑色家电,industry,5,0.556,9,"000801,688609,600839,600060,301578"
