,code,name,momentum,industry1,concept
433,600458,时代新材,15.59,,噪声防治
434,300993,玉马遮阳,4.47,,噪声防治
435,000100,TCL科技,6.38,,MicroLED概念
436,002429,兆驰股份,3.85,,MicroLED概念
437,600420,国药现代,29.73,,"毛发医疗,重组蛋白,医美概念,动物疫苗,芬太尼"
438,002332,仙琚制药,17.42,,毛发医疗
439,830799,艾融软件,37.0,,"华为欧拉,虚拟数字人,上海自贸区"
440,000070,特发信息,25.63,,国资云
441,000975,银泰黄金,34.08,,金属铅
442,300010,*ST豆神,25.71,,托育服务
443,002340,格林美,22.87,,"土壤修复,分拆上市意愿"
444,300139,晓程科技,29.6,,民爆概念
445,300321,同大股份,36.43,,股权转让
446,870357,雅葆轩,39.48,,PCB概念
447,601700,风范股份,20.99,,硅能源
448,600141,兴发集团,11.34,,硅能源
449,001216,华瓷股份,25.95,,"柔性直流输电,牙科医疗,杭州亚运会"
450,300771,智莱科技,47.31,,"换电概念,冷链物流,智能医疗,物联网"
451,301071,力量钻石,11.55,,培育钻石
452,002171,楚江新材,10.2,,培育钻石
453,000682,东方电子,24.2,,"虚拟电厂,语音技术"
454,000543,皖能电力,27.2,,"抽水蓄能,碳交易"
455,600875,东方电气,22.86,,"抽水蓄能,光热发电"
456,300580,贝斯特,29.92,,工业母机
457,002311,海大集团,20.44,,"生态农业,猪肉"
458,836149,旭杰科技,43.9,,光伏建筑一体化
459,002735,王子新材,41.55,,无线充电
460,600727,鲁北化工,57.52,,"煤化工,水泥概念,化肥,钛白粉概念,磷化工"
461,603153,上海建科,26.2,,自由贸易港
462,603681,永冠新材,27.02,,长三角一体化
463,300857,协创数据,30.78,,"云游戏,智能音箱,智能穿戴"
464,600640,国脉文化,15.69,,云游戏
465,002768,国恩股份,21.73,,"丙烯酸,人造肉,足球概念"
466,000564,ST大集,17.44,,"供销社,无人零售"
467,002014,永新股份,17.3,,供销社
468,600720,中交设计,30.21,,举牌
469,834415,恒拓开源,60.06,,拼多多概念
470,300292,吴通控股,28.65,,"拼多多概念,快手概念"
471,688629,华丰科技,37.81,,科创次新股
472,000571,新大洲A,20.88,,"海南自贸区,摘帽"
473,601857,中国石油,29.15,,"参股保险,页岩气"
474,600704,物产中大,6.67,,大豆
475,600183,生益科技,24.66,,MiniLED
476,002938,鹏鼎控股,18.06,,MiniLED
477,000589,贵州轮胎,29.71,,胎压监测
478,002947,恒铭达,31.23,,无线耳机
479,603025,大豪科技,33.33,,国产操作系统
480,688267,中触媒,16.21,,环氧丙烷
481,601899,紫金矿业,26.63,,盐湖提锂
482,601168,西部矿业,25.34,,盐湖提锂
483,300997,欢乐家,13.62,,"无人零售,乳业"
484,603099,长白山,13.01,,"特色小镇,网约车"
485,601098,中南传媒,10.98,,特色小镇
486,000688,国城矿业,33.12,,钴
487,600818,中路股份,20.55,,共享单车
488,600028,中国石化,11.75,,可燃冰
489,300709,精研科技,18.32,,智能音箱
490,872190,雷神科技,16.5,,电子竞技
491,600941,中国移动,6.99,,电子竞技
492,002001,新和成,19.27,,青蒿素
493,600422,昆药集团,18.0,,青蒿素
494,300044,赛为智能,31.52,,"农村电商,网络游戏"
495,000027,深圳能源,6.22,,互联网保险
496,300210,森远股份,30.14,,地下管网
497,301077,星华新材,37.09,,跨境电商
498,002166,莱茵生物,18.3,,啤酒概念
499,002701,奥瑞金,12.39,,啤酒概念
500,002313,日海智能,24.46,,摘帽
501,002608,江苏国信,21.76,,信托概念
502,002786,银宝山新,20.58,,天津自贸区
503,601608,中信重工,23.08,,超级电容
504,603322,超讯通信,22.72,,移动支付
505,002828,贝肯能源,36.94,,"新疆振兴,页岩气"
506,002922,伊戈尔,25.74,,节能照明
507,002749,国光股份,13.79,,草甘膦
508,002755,奥赛康,32.22,,流感
